"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"2113",41,"admin.","married","primary","unknown",15,500,1,0,"yes"
"2114",31,"blue-collar","single","primary","telephone",14,113,2,0,"no"
"2115",35,"housemaid","married","tertiary","cellular",15,326,5,4,"yes"
"2116",26,"admin.","married","secondary","unknown",27,755,1,0,"no"
"2117",52,"technician","married","tertiary","cellular",29,161,3,0,"no"
"2118",58,"retired","married","secondary","cellular",17,100,1,0,"no"
"2119",57,"housemaid","married","tertiary","cellular",4,142,2,0,"no"
"2120",34,"management","married","tertiary","unknown",8,214,2,0,"no"
"2121",59,"blue-collar","married","primary","cellular",18,167,2,0,"no"
"2122",27,"technician","single","secondary","cellular",9,676,5,0,"no"
"2123",42,"entrepreneur","married","tertiary","cellular",9,236,1,0,"no"
"2124",47,"housemaid","single","tertiary","unknown",12,993,6,0,"yes"
"2125",33,"blue-collar","married","secondary","cellular",28,83,12,0,"no"
"2126",31,"services","single","secondary","cellular",6,100,1,0,"no"
"2127",37,"management","married","tertiary","cellular",2,289,2,4,"yes"
"2128",29,"blue-collar","married","secondary","cellular",8,528,2,0,"no"
"2129",38,"unemployed","married","primary","unknown",12,340,2,0,"no"
"2130",35,"self-employed","married","secondary","cellular",21,33,3,0,"no"
"2131",31,"technician","single","secondary","telephone",17,284,3,0,"no"
"2132",62,"management","married","tertiary","telephone",6,245,3,0,"yes"
"2133",32,"technician","single","tertiary","cellular",17,115,1,0,"no"
"2134",31,"services","married","secondary","unknown",5,730,2,0,"no"
"2135",51,"blue-collar","divorced","primary","cellular",11,347,1,2,"no"
"2136",29,"services","single","secondary","cellular",17,58,1,0,"no"
"2137",43,"blue-collar","married","primary","cellular",17,180,1,0,"no"
"2138",36,"blue-collar","married","secondary","unknown",2,56,8,0,"no"
"2139",34,"self-employed","married","primary","unknown",2,326,3,0,"no"
"2140",29,"services","married","secondary","telephone",21,342,9,0,"no"
"2141",57,"retired","married","secondary","cellular",2,49,6,0,"no"
"2142",43,"management","married","tertiary","cellular",12,110,1,0,"no"
"2143",33,"services","married","secondary","cellular",12,253,1,4,"yes"
"2144",60,"management","married","tertiary","cellular",14,636,2,0,"no"
"2145",51,"technician","married","primary","cellular",19,137,2,0,"no"
"2146",40,"admin.","single","secondary","cellular",7,173,1,0,"no"
"2147",51,"technician","married","secondary","cellular",18,227,2,0,"no"
"2148",38,"services","married","secondary","unknown",19,88,5,0,"no"
"2149",35,"technician","married","secondary","unknown",2,426,3,0,"no"
"2150",47,"technician","married","secondary","telephone",18,195,3,8,"no"
"2151",45,"blue-collar","married","primary","cellular",18,230,8,0,"no"
"2152",40,"services","married","secondary","cellular",12,750,2,0,"yes"
"2153",29,"entrepreneur","single","secondary","cellular",30,413,3,0,"no"
"2154",52,"management","divorced","tertiary","unknown",4,104,2,0,"no"
"2155",26,"technician","married","secondary","cellular",5,138,1,0,"no"
"2156",31,"blue-collar","single","primary","unknown",29,334,2,0,"no"
"2157",55,"services","married","unknown","unknown",30,868,1,0,"no"
"2158",35,"services","married","secondary","telephone",14,102,14,0,"no"
"2159",56,"management","divorced","tertiary","unknown",28,77,3,0,"no"
"2160",28,"blue-collar","single","secondary","cellular",1,199,1,14,"yes"
"2161",27,"student","single","secondary","unknown",7,332,2,0,"no"
"2162",30,"technician","married","secondary","cellular",7,124,2,0,"no"
"2163",51,"technician","married","tertiary","cellular",25,91,9,0,"no"
"2164",33,"management","married","secondary","cellular",4,104,3,0,"no"
"2165",32,"blue-collar","single","secondary","cellular",18,125,1,4,"no"
"2166",43,"entrepreneur","married","secondary","cellular",18,635,3,0,"yes"
"2167",46,"blue-collar","married","primary","cellular",15,90,1,0,"no"
"2168",32,"management","married","tertiary","cellular",25,310,1,0,"no"
"2169",40,"services","married","secondary","cellular",6,207,1,2,"no"
"2170",39,"blue-collar","married","secondary","unknown",12,43,1,0,"no"
"2171",51,"blue-collar","married","primary","telephone",16,126,4,0,"no"
"2172",46,"admin.","single","secondary","cellular",25,137,1,1,"no"
"2173",43,"blue-collar","married","primary","unknown",15,284,5,0,"no"
"2174",36,"technician","married","tertiary","cellular",28,68,6,0,"no"
"2175",48,"management","married","tertiary","cellular",18,67,1,0,"no"
"2176",26,"admin.","single","secondary","cellular",18,8,2,0,"no"
"2177",39,"admin.","single","unknown","cellular",11,62,1,0,"no"
"2178",47,"management","married","tertiary","cellular",7,175,1,0,"no"
"2179",23,"entrepreneur","single","primary","unknown",13,395,2,0,"yes"
"2180",54,"management","divorced","tertiary","cellular",11,27,1,3,"no"
"2181",38,"admin.","married","secondary","unknown",6,195,1,0,"no"
"2182",33,"technician","married","secondary","cellular",4,254,2,0,"no"
"2183",35,"admin.","divorced","secondary","cellular",8,199,1,0,"no"
"2184",52,"services","married","secondary","cellular",26,73,17,0,"no"
"2185",25,"technician","single","tertiary","unknown",14,351,1,0,"no"
"2186",29,"management","married","tertiary","unknown",7,1689,4,0,"yes"
"2187",35,"technician","single","tertiary","cellular",21,267,1,0,"no"
"2188",49,"services","married","secondary","unknown",5,234,2,0,"no"
"2189",41,"admin.","divorced","secondary","cellular",26,234,10,0,"no"
"2190",32,"management","married","tertiary","cellular",20,94,4,0,"no"
"2191",29,"admin.","single","secondary","unknown",8,77,2,0,"no"
"2192",28,"blue-collar","married","secondary","cellular",15,242,1,0,"no"
"2193",59,"retired","married","secondary","cellular",18,247,4,0,"no"
"2194",34,"entrepreneur","married","tertiary","unknown",9,85,4,0,"no"
"2195",55,"management","divorced","tertiary","cellular",22,607,4,0,"no"
"2196",34,"management","married","tertiary","cellular",17,485,2,4,"yes"
"2197",24,"student","single","secondary","cellular",27,184,1,2,"yes"
"2198",42,"technician","divorced","secondary","unknown",26,258,1,0,"no"
"2199",34,"management","single","unknown","cellular",16,156,1,7,"no"
"2200",34,"admin.","married","secondary","unknown",21,160,1,0,"no"
"2201",51,"self-employed","married","tertiary","unknown",16,1021,1,0,"no"
"2202",58,"blue-collar","married","primary","cellular",31,5,25,0,"no"
"2203",44,"technician","married","secondary","cellular",27,701,1,0,"yes"
"2204",33,"blue-collar","married","secondary","cellular",18,732,2,5,"yes"
"2205",34,"management","married","tertiary","cellular",10,122,1,0,"no"
"2206",34,"admin.","married","secondary","unknown",7,559,1,0,"no"
"2207",42,"blue-collar","divorced","secondary","unknown",8,141,1,0,"no"
"2208",46,"management","single","tertiary","cellular",21,87,4,0,"no"
"2209",31,"self-employed","single","tertiary","cellular",5,577,1,0,"no"
"2210",39,"entrepreneur","married","tertiary","cellular",11,193,2,0,"no"
"2211",34,"management","single","tertiary","cellular",28,210,5,0,"no"
"2212",47,"technician","married","secondary","cellular",6,732,2,0,"no"
"2213",42,"services","divorced","secondary","unknown",6,121,2,0,"no"
"2214",48,"blue-collar","single","secondary","cellular",21,150,2,0,"no"
"2215",30,"self-employed","single","tertiary","cellular",21,140,1,0,"no"
"2216",38,"technician","married","secondary","cellular",20,386,2,0,"no"
"2217",24,"services","married","secondary","cellular",11,733,2,0,"yes"
"2218",34,"technician","married","secondary","cellular",19,108,1,0,"no"
"2219",46,"management","single","tertiary","cellular",17,80,1,1,"no"
"2220",32,"admin.","divorced","secondary","unknown",12,155,3,0,"no"
"2221",46,"services","married","secondary","cellular",13,389,4,0,"no"
"2222",26,"self-employed","married","tertiary","cellular",9,133,3,0,"no"
"2223",42,"blue-collar","married","secondary","cellular",21,328,6,0,"no"
"2224",50,"technician","married","secondary","cellular",23,119,2,0,"no"
"2225",41,"blue-collar","married","primary","unknown",16,87,6,0,"no"
"2226",34,"admin.","single","secondary","cellular",18,162,1,3,"no"
"2227",32,"services","married","secondary","unknown",15,294,2,0,"no"
"2228",58,"housemaid","single","tertiary","cellular",16,128,2,0,"no"
"2229",45,"technician","married","secondary","cellular",6,108,1,0,"no"
"2230",28,"admin.","single","secondary","cellular",6,172,2,0,"no"
"2231",35,"technician","married","secondary","unknown",14,208,5,0,"no"
"2232",39,"services","married","secondary","unknown",20,212,2,0,"no"
"2233",49,"unemployed","divorced","tertiary","cellular",8,148,1,2,"no"
"2234",50,"management","married","tertiary","cellular",4,99,1,0,"no"
"2235",37,"management","married","tertiary","cellular",3,185,1,1,"yes"
"2236",45,"blue-collar","married","primary","cellular",6,133,2,0,"no"
"2237",30,"housemaid","single","secondary","cellular",6,170,1,0,"no"
"2238",48,"unemployed","married","tertiary","unknown",19,668,7,0,"no"
"2239",36,"management","single","tertiary","cellular",8,81,3,1,"no"
"2240",41,"management","single","secondary","cellular",12,230,2,0,"no"
"2241",55,"blue-collar","married","secondary","unknown",5,287,1,0,"no"
"2242",70,"retired","married","primary","cellular",16,618,1,0,"no"
"2243",41,"management","married","tertiary","cellular",5,788,1,0,"yes"
"2244",47,"services","divorced","secondary","cellular",6,285,6,0,"no"
"2245",34,"technician","single","secondary","cellular",21,163,2,0,"no"
"2246",33,"management","single","tertiary","cellular",8,159,1,0,"no"
"2247",58,"retired","married","secondary","cellular",12,197,2,3,"no"
"2248",51,"management","married","tertiary","cellular",25,212,2,0,"no"
"2249",45,"management","married","tertiary","unknown",29,44,15,0,"no"
"2250",55,"admin.","married","secondary","cellular",23,180,2,3,"no"
"2251",30,"blue-collar","single","primary","unknown",26,11,1,0,"no"
"2252",33,"management","single","secondary","unknown",26,863,1,0,"no"
"2253",27,"services","single","secondary","unknown",7,388,7,0,"no"
"2254",59,"retired","married","secondary","unknown",5,143,3,0,"no"
"2255",34,"management","single","tertiary","cellular",7,191,1,1,"no"
"2256",47,"technician","divorced","tertiary","unknown",27,62,2,0,"no"
"2257",44,"blue-collar","married","primary","unknown",9,13,1,0,"no"
"2258",35,"admin.","single","secondary","cellular",13,1073,1,0,"yes"
"2259",45,"management","married","tertiary","cellular",6,337,2,0,"no"
"2260",42,"blue-collar","married","primary","telephone",31,88,10,0,"no"
"2261",38,"technician","married","secondary","cellular",2,167,1,10,"no"
"2262",34,"technician","single","secondary","cellular",29,96,4,0,"no"
"2263",35,"technician","married","secondary","cellular",13,537,3,0,"no"
"2264",29,"management","single","secondary","unknown",27,5,3,0,"no"
"2265",58,"retired","married","secondary","cellular",5,139,1,0,"no"
"2266",44,"blue-collar","single","primary","unknown",30,570,2,0,"no"
"2267",45,"entrepreneur","married","tertiary","cellular",29,100,3,0,"no"
"2268",43,"blue-collar","married","secondary","unknown",15,253,2,0,"no"
"2269",44,"services","married","secondary","cellular",1,525,2,0,"no"
"2270",30,"technician","single","secondary","cellular",20,696,3,0,"no"
"2271",38,"unemployed","married","tertiary","unknown",26,535,6,0,"no"
"2272",50,"technician","married","secondary","cellular",6,131,3,0,"no"
"2273",21,"student","single","secondary","unknown",20,6,1,0,"no"
"2274",38,"entrepreneur","married","tertiary","cellular",5,105,1,0,"no"
"2275",42,"admin.","married","secondary","unknown",19,370,1,0,"no"
"2276",45,"technician","single","tertiary","cellular",29,29,14,0,"no"
"2277",34,"entrepreneur","married","secondary","cellular",5,184,1,6,"no"
"2278",48,"technician","married","secondary","cellular",3,47,2,3,"no"
"2279",34,"services","married","secondary","unknown",2,193,4,0,"no"
"2280",32,"blue-collar","married","secondary","cellular",16,709,2,0,"yes"
"2281",35,"technician","married","tertiary","cellular",6,358,2,0,"no"
"2282",39,"entrepreneur","married","tertiary","unknown",20,253,1,0,"no"
"2283",36,"self-employed","married","tertiary","unknown",6,197,3,0,"no"
"2284",35,"technician","married","secondary","cellular",22,94,2,0,"no"
"2285",57,"services","divorced","secondary","cellular",22,445,2,0,"no"
"2286",28,"technician","single","secondary","cellular",15,153,1,2,"no"
"2287",43,"admin.","married","unknown","unknown",18,113,1,0,"no"
"2288",57,"management","married","secondary","cellular",17,80,1,0,"no"
"2289",34,"services","divorced","secondary","unknown",15,318,1,0,"no"
"2290",36,"technician","married","tertiary","cellular",27,100,1,1,"no"
"2291",47,"management","divorced","tertiary","unknown",20,40,3,0,"no"
"2292",36,"management","divorced","tertiary","unknown",2,55,25,0,"no"
"2293",33,"management","married","tertiary","cellular",20,67,1,0,"no"
"2294",57,"management","married","tertiary","cellular",7,76,2,0,"no"
"2295",57,"management","married","tertiary","unknown",16,73,1,0,"no"
"2296",34,"admin.","married","secondary","unknown",20,89,2,0,"no"
"2297",51,"housemaid","divorced","tertiary","cellular",19,109,3,0,"no"
"2298",54,"blue-collar","divorced","primary","cellular",9,98,1,0,"no"
"2299",52,"self-employed","single","tertiary","unknown",5,21,17,0,"no"
"2300",43,"entrepreneur","married","tertiary","cellular",18,465,1,0,"no"
"2301",58,"retired","single","primary","cellular",21,106,3,0,"no"
"2302",53,"admin.","married","secondary","cellular",20,304,1,1,"no"
"2303",44,"management","married","secondary","cellular",30,342,3,0,"no"
"2304",29,"management","single","tertiary","unknown",16,16,25,0,"no"
"2305",27,"services","single","secondary","unknown",28,543,2,0,"yes"
"2306",35,"blue-collar","married","primary","cellular",8,338,3,0,"no"
"2307",40,"self-employed","married","secondary","cellular",22,197,5,0,"no"
"2308",34,"blue-collar","married","secondary","unknown",8,956,2,0,"no"
"2309",38,"admin.","single","secondary","cellular",12,95,1,9,"no"
"2310",32,"services","married","secondary","unknown",15,546,9,0,"no"
"2311",41,"admin.","married","secondary","unknown",30,124,4,0,"no"
"2312",25,"blue-collar","single","secondary","cellular",7,113,4,0,"no"
"2313",38,"blue-collar","divorced","secondary","cellular",7,245,3,0,"no"
"2314",26,"technician","single","secondary","cellular",22,188,2,0,"no"
"2315",37,"technician","single","tertiary","cellular",19,199,5,0,"no"
"2316",30,"management","married","tertiary","cellular",5,470,7,3,"yes"
"2317",36,"services","married","secondary","unknown",14,90,1,0,"no"
"2318",33,"management","married","secondary","unknown",23,350,5,0,"no"
"2319",33,"admin.","single","tertiary","cellular",7,31,1,2,"no"
"2320",35,"management","married","tertiary","cellular",9,156,1,0,"no"
"2321",24,"services","married","tertiary","unknown",27,299,1,0,"no"
"2322",29,"unemployed","married","secondary","cellular",30,510,2,0,"no"
"2323",54,"blue-collar","married","secondary","cellular",25,177,4,0,"no"
"2324",27,"admin.","married","secondary","cellular",13,123,2,0,"no"
"2325",34,"management","married","secondary","cellular",2,270,1,0,"no"
"2326",39,"blue-collar","married","primary","unknown",16,225,4,0,"no"
"2327",38,"management","married","tertiary","cellular",28,63,1,0,"no"
"2328",37,"management","married","tertiary","unknown",3,247,13,0,"no"
"2329",26,"services","single","secondary","cellular",30,206,5,3,"no"
"2330",36,"entrepreneur","married","tertiary","unknown",6,168,2,0,"no"
"2331",35,"management","single","tertiary","unknown",21,836,12,0,"no"
"2332",30,"management","single","tertiary","cellular",8,131,2,0,"no"
"2333",25,"technician","single","secondary","unknown",3,89,1,0,"no"
"2334",34,"technician","married","secondary","cellular",29,116,4,0,"no"
"2335",39,"admin.","married","secondary","unknown",6,36,1,0,"no"
"2336",34,"management","married","secondary","cellular",21,240,2,0,"no"
"2337",34,"management","single","secondary","cellular",22,132,4,0,"no"
"2338",30,"services","married","secondary","cellular",17,544,1,0,"no"
"2339",33,"services","married","secondary","unknown",8,266,1,0,"no"
"2340",30,"student","single","secondary","cellular",4,443,2,0,"no"
"2341",51,"blue-collar","married","primary","cellular",10,324,1,0,"no"
"2342",36,"services","single","secondary","cellular",6,15,10,3,"no"
"2343",48,"blue-collar","married","primary","cellular",28,263,2,0,"no"
"2344",37,"services","divorced","secondary","unknown",11,199,1,0,"no"
"2345",58,"management","married","secondary","cellular",29,145,2,0,"no"
"2346",56,"management","divorced","tertiary","cellular",2,56,1,0,"no"
"2347",34,"blue-collar","married","secondary","cellular",5,11,9,0,"no"
"2348",33,"admin.","divorced","secondary","cellular",18,411,1,2,"no"
"2349",26,"services","single","secondary","cellular",29,165,23,0,"no"
"2350",40,"management","single","unknown","unknown",12,619,3,0,"no"
"2351",35,"services","married","secondary","cellular",17,203,1,0,"no"
"2352",45,"entrepreneur","married","secondary","unknown",7,254,1,0,"no"
"2353",37,"technician","single","secondary","cellular",13,1149,6,0,"yes"
"2354",35,"management","divorced","tertiary","unknown",9,189,1,0,"no"
"2355",43,"services","single","secondary","cellular",12,707,2,2,"yes"
"2356",28,"blue-collar","married","secondary","cellular",15,196,1,0,"no"
"2357",32,"blue-collar","divorced","secondary","unknown",9,171,1,0,"no"
"2358",26,"unemployed","single","secondary","cellular",28,1451,2,0,"yes"
"2359",35,"services","married","secondary","unknown",2,563,1,0,"yes"
"2360",35,"technician","single","secondary","cellular",11,239,4,0,"no"
"2361",39,"blue-collar","married","secondary","telephone",28,73,6,0,"no"
"2362",42,"blue-collar","divorced","secondary","cellular",6,203,2,2,"no"
"2363",32,"technician","single","secondary","cellular",6,158,1,1,"no"
"2364",30,"unemployed","married","secondary","cellular",9,100,4,0,"no"
"2365",26,"management","single","tertiary","cellular",8,160,1,0,"no"
"2366",30,"student","single","secondary","cellular",19,661,1,0,"no"
"2367",32,"management","married","tertiary","cellular",14,166,1,0,"no"
"2368",47,"services","married","secondary","cellular",29,114,2,0,"no"
"2369",33,"technician","married","tertiary","unknown",29,58,1,0,"no"
"2370",57,"blue-collar","married","primary","telephone",31,25,8,0,"no"
"2371",35,"admin.","married","secondary","cellular",7,121,2,0,"no"
"2372",53,"technician","married","tertiary","unknown",16,226,4,0,"no"
"2373",24,"retired","single","secondary","unknown",16,234,2,0,"no"
"2374",54,"management","divorced","tertiary","cellular",10,88,1,0,"no"
"2375",31,"management","married","tertiary","unknown",21,85,1,0,"no"
"2376",41,"entrepreneur","married","secondary","cellular",18,134,1,0,"no"
"2377",35,"services","single","secondary","cellular",14,152,1,0,"no"
"2378",30,"management","married","tertiary","cellular",13,202,1,5,"no"
"2379",43,"blue-collar","single","primary","unknown",30,379,17,0,"no"
"2380",51,"entrepreneur","married","secondary","cellular",28,123,6,0,"no"
"2381",60,"retired","married","secondary","cellular",30,156,2,0,"no"
"2382",43,"self-employed","married","secondary","unknown",17,332,1,0,"no"
"2383",31,"management","married","tertiary","telephone",14,90,3,0,"no"
"2384",56,"management","married","primary","telephone",20,291,1,0,"no"
"2385",42,"technician","married","secondary","telephone",6,23,2,0,"no"
"2386",52,"entrepreneur","married","primary","cellular",21,122,2,0,"no"
"2387",40,"technician","married","secondary","cellular",26,105,2,1,"no"
"2388",36,"services","married","secondary","telephone",11,1143,4,0,"no"
"2389",40,"services","married","primary","unknown",26,70,3,0,"no"
"2390",46,"blue-collar","married","secondary","cellular",8,264,2,0,"no"
"2391",32,"admin.","single","secondary","cellular",27,204,2,0,"no"
"2392",31,"housemaid","single","tertiary","cellular",19,182,1,0,"no"
"2393",41,"technician","divorced","secondary","cellular",17,386,2,0,"no"
"2394",58,"housemaid","married","primary","unknown",5,295,3,0,"no"
"2395",36,"services","married","secondary","cellular",12,86,2,0,"no"
"2396",52,"technician","married","secondary","cellular",28,16,20,0,"no"
"2397",42,"management","married","tertiary","cellular",20,413,2,0,"no"
"2398",32,"management","single","tertiary","unknown",29,323,3,0,"no"
"2399",62,"management","married","tertiary","cellular",13,78,3,0,"no"
"2400",31,"technician","single","tertiary","cellular",25,121,3,0,"no"
"2401",41,"blue-collar","single","secondary","cellular",20,477,1,0,"yes"
"2402",34,"self-employed","married","tertiary","cellular",19,265,1,0,"no"
"2403",44,"management","single","tertiary","cellular",27,418,2,0,"yes"
"2404",42,"blue-collar","married","primary","cellular",28,386,4,0,"no"
"2405",37,"entrepreneur","single","secondary","unknown",19,594,2,0,"no"
"2406",47,"management","married","tertiary","cellular",8,161,1,0,"no"
"2407",32,"unemployed","married","secondary","cellular",5,450,3,0,"no"
"2408",46,"blue-collar","married","secondary","cellular",25,217,6,0,"no"
"2409",39,"technician","single","tertiary","cellular",8,136,1,0,"no"
"2410",28,"services","single","secondary","unknown",9,322,1,0,"no"
"2411",26,"student","single","secondary","cellular",16,104,1,1,"no"
"2412",52,"technician","married","secondary","cellular",17,189,2,4,"no"
"2413",42,"unemployed","married","secondary","cellular",15,250,4,2,"yes"
"2414",33,"technician","divorced","tertiary","cellular",19,123,5,0,"no"
"2415",73,"retired","married","primary","cellular",23,427,1,2,"yes"
"2416",35,"admin.","single","secondary","cellular",8,632,2,0,"no"
"2417",40,"management","married","tertiary","cellular",13,101,3,0,"no"
"2418",51,"technician","married","secondary","cellular",24,467,2,4,"yes"
"2419",37,"admin.","single","secondary","cellular",16,640,2,0,"no"
"2420",39,"management","married","tertiary","cellular",16,517,1,1,"no"
"2421",28,"blue-collar","married","secondary","unknown",13,160,3,0,"no"
"2422",49,"technician","divorced","tertiary","cellular",12,177,3,0,"no"
"2423",36,"admin.","married","secondary","unknown",21,206,1,0,"no"
"2424",45,"technician","married","secondary","unknown",7,208,2,0,"no"
"2425",29,"technician","single","tertiary","cellular",12,169,1,0,"no"
"2426",35,"management","married","secondary","cellular",14,287,2,1,"yes"
"2427",35,"housemaid","married","tertiary","cellular",17,505,3,0,"no"
"2428",30,"blue-collar","married","secondary","cellular",18,284,2,1,"no"
"2429",46,"blue-collar","married","primary","cellular",30,89,4,2,"no"
"2430",25,"student","single","tertiary","cellular",29,138,1,0,"no"
"2431",36,"management","married","tertiary","cellular",14,321,3,4,"yes"
"2432",42,"blue-collar","married","primary","unknown",15,262,4,0,"no"
"2433",57,"admin.","married","secondary","cellular",13,61,1,0,"no"
"2434",42,"management","divorced","tertiary","cellular",24,217,9,0,"no"
"2435",29,"management","married","tertiary","cellular",14,192,2,0,"no"
"2436",36,"technician","married","tertiary","cellular",29,174,2,0,"no"
"2437",31,"unemployed","married","secondary","unknown",25,292,2,0,"no"
"2438",59,"technician","married","primary","unknown",29,240,2,0,"no"
"2439",50,"unemployed","divorced","secondary","cellular",4,282,2,0,"no"
"2440",47,"admin.","married","secondary","telephone",14,128,6,0,"no"
"2441",46,"housemaid","married","primary","telephone",2,161,1,0,"no"
"2442",26,"blue-collar","single","primary","cellular",29,291,1,4,"no"
"2443",31,"services","single","secondary","cellular",20,356,1,0,"no"
"2444",30,"services","married","tertiary","unknown",21,294,2,0,"no"
"2445",47,"blue-collar","single","unknown","unknown",18,422,1,0,"no"
"2446",23,"technician","single","tertiary","unknown",28,806,1,0,"yes"
"2447",44,"unemployed","single","primary","unknown",16,227,1,0,"no"
"2448",42,"self-employed","married","secondary","cellular",17,560,2,0,"no"
"2449",32,"services","single","secondary","cellular",17,135,1,0,"no"
"2450",28,"admin.","single","secondary","unknown",3,361,1,0,"no"
"2451",57,"retired","married","primary","cellular",18,246,1,0,"no"
"2452",38,"technician","married","tertiary","cellular",4,419,2,0,"no"
"2453",22,"student","single","secondary","cellular",8,449,2,10,"yes"
"2454",54,"admin.","married","secondary","cellular",17,71,1,0,"no"
"2455",32,"technician","married","tertiary","cellular",21,357,3,0,"no"
"2456",32,"management","married","tertiary","cellular",18,164,2,3,"no"
"2457",59,"admin.","divorced","secondary","unknown",15,263,4,0,"no"
"2458",45,"technician","married","secondary","unknown",18,146,2,0,"no"
"2459",50,"admin.","divorced","secondary","cellular",28,72,2,4,"no"
"2460",34,"technician","married","secondary","cellular",12,131,2,0,"no"
"2461",35,"admin.","divorced","secondary","cellular",21,808,2,0,"yes"
"2462",30,"management","married","tertiary","cellular",17,1183,1,0,"no"
"2463",62,"housemaid","married","secondary","cellular",4,123,3,0,"no"
"2464",40,"blue-collar","married","secondary","unknown",29,483,2,0,"no"
"2465",26,"self-employed","single","tertiary","cellular",4,238,3,0,"no"
"2466",34,"management","married","tertiary","cellular",11,90,1,0,"no"
"2467",35,"technician","married","secondary","unknown",23,240,2,0,"no"
"2468",55,"retired","married","primary","cellular",14,104,1,0,"no"
"2469",34,"admin.","married","secondary","cellular",29,109,2,0,"no"
"2470",58,"retired","married","primary","cellular",30,598,4,0,"no"
"2471",50,"management","single","tertiary","unknown",16,274,8,0,"no"
"2472",31,"technician","single","secondary","cellular",7,123,2,0,"no"
"2473",47,"admin.","divorced","secondary","cellular",23,70,1,0,"no"
"2474",38,"self-employed","single","tertiary","unknown",23,260,1,0,"no"
"2475",46,"management","single","tertiary","cellular",29,190,3,0,"no"
"2476",42,"blue-collar","married","primary","unknown",14,521,2,0,"no"
"2477",34,"blue-collar","married","secondary","cellular",14,228,1,0,"no"
"2478",37,"management","married","tertiary","telephone",17,466,4,0,"yes"
"2479",38,"student","single","tertiary","cellular",27,74,2,0,"no"
"2480",59,"retired","married","secondary","unknown",29,57,2,0,"no"
"2481",32,"admin.","married","secondary","cellular",30,119,3,0,"no"
"2482",55,"management","married","tertiary","cellular",19,124,2,0,"no"
"2483",35,"blue-collar","married","secondary","cellular",31,65,50,0,"no"
"2484",56,"management","divorced","tertiary","cellular",28,127,6,0,"no"
"2485",27,"admin.","married","secondary","cellular",14,172,3,0,"no"
"2486",42,"unemployed","single","secondary","cellular",30,174,6,0,"no"
"2487",42,"student","married","unknown","telephone",31,41,6,0,"no"
"2488",41,"blue-collar","married","primary","unknown",30,232,3,0,"no"
"2489",53,"retired","divorced","secondary","unknown",6,161,1,0,"no"
"2490",67,"retired","married","primary","cellular",16,124,1,0,"no"
"2491",53,"housemaid","married","primary","unknown",5,701,1,0,"yes"
"2492",33,"blue-collar","married","primary","unknown",9,162,2,0,"no"
"2493",31,"technician","single","unknown","unknown",6,431,2,0,"no"
"2494",31,"admin.","married","secondary","cellular",18,191,3,0,"no"
"2495",30,"management","married","tertiary","cellular",11,249,5,0,"no"
"2496",48,"blue-collar","married","unknown","unknown",6,189,1,0,"no"
"2497",30,"technician","single","secondary","cellular",25,167,4,0,"no"
"2498",43,"technician","single","tertiary","cellular",29,73,4,0,"no"
"2499",38,"management","divorced","tertiary","unknown",30,162,1,0,"no"
"2500",46,"unemployed","married","secondary","cellular",12,235,2,0,"no"
"2501",59,"blue-collar","divorced","secondary","cellular",15,44,1,0,"no"
"2502",44,"management","divorced","tertiary","unknown",26,127,2,0,"no"
"2503",35,"blue-collar","married","secondary","cellular",20,93,3,7,"no"
"2504",55,"blue-collar","married","unknown","cellular",30,143,1,3,"no"
"2505",39,"management","single","tertiary","cellular",16,81,2,0,"no"
"2506",36,"services","single","secondary","unknown",17,77,2,0,"no"
"2507",33,"blue-collar","married","secondary","unknown",23,115,4,0,"no"
"2508",48,"management","single","tertiary","unknown",17,125,1,3,"no"
"2509",33,"management","single","tertiary","cellular",19,53,4,0,"no"
"2510",67,"retired","married","unknown","telephone",4,77,2,0,"no"
"2511",48,"unemployed","divorced","secondary","telephone",3,45,1,0,"no"
"2512",57,"management","married","tertiary","cellular",11,74,2,0,"no"
"2513",31,"housemaid","married","primary","cellular",21,169,5,0,"no"
"2514",30,"student","single","tertiary","cellular",11,269,2,0,"no"
"2515",56,"entrepreneur","divorced","primary","cellular",29,52,2,1,"no"
"2516",26,"blue-collar","married","primary","cellular",22,246,3,0,"no"
"2517",44,"management","married","secondary","unknown",20,218,1,0,"no"
"2518",44,"technician","divorced","secondary","cellular",13,167,1,1,"yes"
"2519",31,"management","married","tertiary","cellular",21,316,3,9,"yes"
"2520",47,"self-employed","married","unknown","cellular",15,142,1,0,"no"
"2521",30,"admin.","single","secondary","cellular",21,75,1,0,"no"
"2522",37,"management","married","tertiary","cellular",2,204,1,0,"no"
"2523",56,"admin.","divorced","primary","cellular",10,542,1,0,"no"
"2524",43,"management","single","secondary","unknown",16,122,2,0,"no"
"2525",42,"services","married","secondary","unknown",30,70,1,0,"no"
"2526",60,"management","married","secondary","cellular",8,266,1,0,"no"
"2527",34,"blue-collar","married","unknown","cellular",6,34,9,0,"no"
"2528",34,"management","single","tertiary","cellular",22,203,4,0,"no"
"2529",41,"management","married","tertiary","unknown",6,85,3,0,"no"
"2530",38,"management","divorced","secondary","cellular",21,11,4,0,"no"
"2531",23,"services","married","secondary","unknown",20,13,10,0,"no"
"2532",33,"management","married","tertiary","cellular",13,562,1,0,"yes"
