age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
48,unemployed,married,tertiary,unknown,19,668,7,0,no
36,management,single,tertiary,cellular,8,81,3,1,no
41,management,single,secondary,cellular,12,230,2,0,no
55,blue-collar,married,secondary,unknown,5,287,1,0,no
70,retired,married,primary,cellular,16,618,1,0,no
41,management,married,tertiary,cellular,5,788,1,0,yes
47,services,divorced,secondary,cellular,6,285,6,0,no
34,technician,single,secondary,cellular,21,163,2,0,no
33,management,single,tertiary,cellular,8,159,1,0,no
58,retired,married,secondary,cellular,12,197,2,3,no
51,management,married,tertiary,cellular,25,212,2,0,no
45,management,married,tertiary,unknown,29,44,15,0,no
55,admin.,married,secondary,cellular,23,180,2,3,no
30,blue-collar,single,primary,unknown,26,11,1,0,no
33,management,single,secondary,unknown,26,863,1,0,no
27,services,single,secondary,unknown,7,388,7,0,no
59,retired,married,secondary,unknown,5,143,3,0,no
34,management,single,tertiary,cellular,7,191,1,1,no
47,technician,divorced,tertiary,unknown,27,62,2,0,no
44,blue-collar,married,primary,unknown,9,13,1,0,no
35,admin.,single,secondary,cellular,13,1073,1,0,yes
45,management,married,tertiary,cellular,6,337,2,0,no
42,blue-collar,married,primary,telephone,31,88,10,0,no
38,technician,married,secondary,cellular,2,167,1,10,no
34,technician,single,secondary,cellular,29,96,4,0,no
35,technician,married,secondary,cellular,13,537,3,0,no
29,management,single,secondary,unknown,27,5,3,0,no
58,retired,married,secondary,cellular,5,139,1,0,no
44,blue-collar,single,primary,unknown,30,570,2,0,no
45,entrepreneur,married,tertiary,cellular,29,100,3,0,no
43,blue-collar,married,secondary,unknown,15,253,2,0,no
44,services,married,secondary,cellular,1,525,2,0,no
30,technician,single,secondary,cellular,20,696,3,0,no
38,unemployed,married,tertiary,unknown,26,535,6,0,no
50,technician,married,secondary,cellular,6,131,3,0,no
21,student,single,secondary,unknown,20,6,1,0,no
38,entrepreneur,married,tertiary,cellular,5,105,1,0,no
42,admin.,married,secondary,unknown,19,370,1,0,no
45,technician,single,tertiary,cellular,29,29,14,0,no
34,entrepreneur,married,secondary,cellular,5,184,1,6,no
48,technician,married,secondary,cellular,3,47,2,3,no
34,services,married,secondary,unknown,2,193,4,0,no
32,blue-collar,married,secondary,cellular,16,709,2,0,yes
35,technician,married,tertiary,cellular,6,358,2,0,no
39,entrepreneur,married,tertiary,unknown,20,253,1,0,no
36,self-employed,married,tertiary,unknown,6,197,3,0,no
35,technician,married,secondary,cellular,22,94,2,0,no
57,services,divorced,secondary,cellular,22,445,2,0,no
28,technician,single,secondary,cellular,15,153,1,2,no
43,admin.,married,unknown,unknown,18,113,1,0,no
57,management,married,secondary,cellular,17,80,1,0,no
34,services,divorced,secondary,unknown,15,318,1,0,no
36,technician,married,tertiary,cellular,27,100,1,1,no
47,management,divorced,tertiary,unknown,20,40,3,0,no
36,management,divorced,tertiary,unknown,2,55,25,0,no
33,management,married,tertiary,cellular,20,67,1,0,no
57,management,married,tertiary,cellular,7,76,2,0,no
57,management,married,tertiary,unknown,16,73,1,0,no
34,admin.,married,secondary,unknown,20,89,2,0,no
51,housemaid,divorced,tertiary,cellular,19,109,3,0,no
54,blue-collar,divorced,primary,cellular,9,98,1,0,no
52,self-employed,single,tertiary,unknown,5,21,17,0,no
43,entrepreneur,married,tertiary,cellular,18,465,1,0,no
58,retired,single,primary,cellular,21,106,3,0,no
53,admin.,married,secondary,cellular,20,304,1,1,no
44,management,married,secondary,cellular,30,342,3,0,no
29,management,single,tertiary,unknown,16,16,25,0,no
27,services,single,secondary,unknown,28,543,2,0,yes
35,blue-collar,married,primary,cellular,8,338,3,0,no
40,self-employed,married,secondary,cellular,22,197,5,0,no
34,blue-collar,married,secondary,unknown,8,956,2,0,no
38,admin.,single,secondary,cellular,12,95,1,9,no
32,services,married,secondary,unknown,15,546,9,0,no
41,admin.,married,secondary,unknown,30,124,4,0,no
25,blue-collar,single,secondary,cellular,7,113,4,0,no
38,blue-collar,divorced,secondary,cellular,7,245,3,0,no
26,technician,single,secondary,cellular,22,188,2,0,no
37,technician,single,tertiary,cellular,19,199,5,0,no
30,management,married,tertiary,cellular,5,470,7,3,yes
36,services,married,secondary,unknown,14,90,1,0,no
33,management,married,secondary,unknown,23,350,5,0,no
33,admin.,single,tertiary,cellular,7,31,1,2,no
35,management,married,tertiary,cellular,9,156,1,0,no
24,services,married,tertiary,unknown,27,299,1,0,no
29,unemployed,married,secondary,cellular,30,510,2,0,no
54,blue-collar,married,secondary,cellular,25,177,4,0,no
27,admin.,married,secondary,cellular,13,123,2,0,no
34,management,married,secondary,cellular,2,270,1,0,no
39,blue-collar,married,primary,unknown,16,225,4,0,no
38,management,married,tertiary,cellular,28,63,1,0,no
37,management,married,tertiary,unknown,3,247,13,0,no
26,services,single,secondary,cellular,30,206,5,3,no
36,entrepreneur,married,tertiary,unknown,6,168,2,0,no
35,management,single,tertiary,unknown,21,836,12,0,no
30,management,single,tertiary,cellular,8,131,2,0,no
25,technician,single,secondary,unknown,3,89,1,0,no
34,technician,married,secondary,cellular,29,116,4,0,no
39,admin.,married,secondary,unknown,6,36,1,0,no
34,management,married,secondary,cellular,21,240,2,0,no
34,management,single,secondary,cellular,22,132,4,0,no
30,services,married,secondary,cellular,17,544,1,0,no
33,services,married,secondary,unknown,8,266,1,0,no
30,student,single,secondary,cellular,4,443,2,0,no
51,blue-collar,married,primary,cellular,10,324,1,0,no
36,services,single,secondary,cellular,6,15,10,3,no
48,blue-collar,married,primary,cellular,28,263,2,0,no
37,services,divorced,secondary,unknown,11,199,1,0,no
58,management,married,secondary,cellular,29,145,2,0,no
56,management,divorced,tertiary,cellular,2,56,1,0,no
34,blue-collar,married,secondary,cellular,5,11,9,0,no
33,admin.,divorced,secondary,cellular,18,411,1,2,no
26,services,single,secondary,cellular,29,165,23,0,no
40,management,single,unknown,unknown,12,619,3,0,no
35,services,married,secondary,cellular,17,203,1,0,no
45,entrepreneur,married,secondary,unknown,7,254,1,0,no
37,technician,single,secondary,cellular,13,1149,6,0,yes
35,management,divorced,tertiary,unknown,9,189,1,0,no
43,services,single,secondary,cellular,12,707,2,2,yes
28,blue-collar,married,secondary,cellular,15,196,1,0,no
32,blue-collar,divorced,secondary,unknown,9,171,1,0,no
26,unemployed,single,secondary,cellular,28,1451,2,0,yes
35,services,married,secondary,unknown,2,563,1,0,yes
35,technician,single,secondary,cellular,11,239,4,0,no
39,blue-collar,married,secondary,telephone,28,73,6,0,no
42,blue-collar,divorced,secondary,cellular,6,203,2,2,no
32,technician,single,secondary,cellular,6,158,1,1,no
30,unemployed,married,secondary,cellular,9,100,4,0,no
26,management,single,tertiary,cellular,8,160,1,0,no
30,student,single,secondary,cellular,19,661,1,0,no
32,management,married,tertiary,cellular,14,166,1,0,no
47,services,married,secondary,cellular,29,114,2,0,no
33,technician,married,tertiary,unknown,29,58,1,0,no
57,blue-collar,married,primary,telephone,31,25,8,0,no
35,admin.,married,secondary,cellular,7,121,2,0,no
53,technician,married,tertiary,unknown,16,226,4,0,no
24,retired,single,secondary,unknown,16,234,2,0,no
54,management,divorced,tertiary,cellular,10,88,1,0,no
31,management,married,tertiary,unknown,21,85,1,0,no
41,entrepreneur,married,secondary,cellular,18,134,1,0,no
35,services,single,secondary,cellular,14,152,1,0,no
30,management,married,tertiary,cellular,13,202,1,5,no
43,blue-collar,single,primary,unknown,30,379,17,0,no
51,entrepreneur,married,secondary,cellular,28,123,6,0,no
60,retired,married,secondary,cellular,30,156,2,0,no
43,self-employed,married,secondary,unknown,17,332,1,0,no
31,management,married,tertiary,telephone,14,90,3,0,no
56,management,married,primary,telephone,20,291,1,0,no
42,technician,married,secondary,telephone,6,23,2,0,no
52,entrepreneur,married,primary,cellular,21,122,2,0,no
40,technician,married,secondary,cellular,26,105,2,1,no
36,services,married,secondary,telephone,11,1143,4,0,no
40,services,married,primary,unknown,26,70,3,0,no
46,blue-collar,married,secondary,cellular,8,264,2,0,no
32,admin.,single,secondary,cellular,27,204,2,0,no
31,housemaid,single,tertiary,cellular,19,182,1,0,no
41,technician,divorced,secondary,cellular,17,386,2,0,no
58,housemaid,married,primary,unknown,5,295,3,0,no
36,services,married,secondary,cellular,12,86,2,0,no
52,technician,married,secondary,cellular,28,16,20,0,no
42,management,married,tertiary,cellular,20,413,2,0,no
32,management,single,tertiary,unknown,29,323,3,0,no
62,management,married,tertiary,cellular,13,78,3,0,no
31,technician,single,tertiary,cellular,25,121,3,0,no
41,blue-collar,single,secondary,cellular,20,477,1,0,yes
34,self-employed,married,tertiary,cellular,19,265,1,0,no
44,management,single,tertiary,cellular,27,418,2,0,yes
42,blue-collar,married,primary,cellular,28,386,4,0,no
37,entrepreneur,single,secondary,unknown,19,594,2,0,no
47,management,married,tertiary,cellular,8,161,1,0,no
32,unemployed,married,secondary,cellular,5,450,3,0,no
46,blue-collar,married,secondary,cellular,25,217,6,0,no
39,technician,single,tertiary,cellular,8,136,1,0,no
28,services,single,secondary,unknown,9,322,1,0,no
26,student,single,secondary,cellular,16,104,1,1,no
52,technician,married,secondary,cellular,17,189,2,4,no
42,unemployed,married,secondary,cellular,15,250,4,2,yes
33,technician,divorced,tertiary,cellular,19,123,5,0,no
73,retired,married,primary,cellular,23,427,1,2,yes
35,admin.,single,secondary,cellular,8,632,2,0,no
40,management,married,tertiary,cellular,13,101,3,0,no
51,technician,married,secondary,cellular,24,467,2,4,yes
37,admin.,single,secondary,cellular,16,640,2,0,no
39,management,married,tertiary,cellular,16,517,1,1,no
28,blue-collar,married,secondary,unknown,13,160,3,0,no
49,technician,divorced,tertiary,cellular,12,177,3,0,no
36,admin.,married,secondary,unknown,21,206,1,0,no
45,technician,married,secondary,unknown,7,208,2,0,no
29,technician,single,tertiary,cellular,12,169,1,0,no
35,management,married,secondary,cellular,14,287,2,1,yes
35,housemaid,married,tertiary,cellular,17,505,3,0,no
30,blue-collar,married,secondary,cellular,18,284,2,1,no
46,blue-collar,married,primary,cellular,30,89,4,2,no
25,student,single,tertiary,cellular,29,138,1,0,no
36,management,married,tertiary,cellular,14,321,3,4,yes
42,blue-collar,married,primary,unknown,15,262,4,0,no
57,admin.,married,secondary,cellular,13,61,1,0,no
42,management,divorced,tertiary,cellular,24,217,9,0,no
29,management,married,tertiary,cellular,14,192,2,0,no
36,technician,married,tertiary,cellular,29,174,2,0,no
31,unemployed,married,secondary,unknown,25,292,2,0,no
59,technician,married,primary,unknown,29,240,2,0,no
50,unemployed,divorced,secondary,cellular,4,282,2,0,no
47,admin.,married,secondary,telephone,14,128,6,0,no
46,housemaid,married,primary,telephone,2,161,1,0,no
26,blue-collar,single,primary,cellular,29,291,1,4,no
31,services,single,secondary,cellular,20,356,1,0,no
30,services,married,tertiary,unknown,21,294,2,0,no
47,blue-collar,single,unknown,unknown,18,422,1,0,no
23,technician,single,tertiary,unknown,28,806,1,0,yes
44,unemployed,single,primary,unknown,16,227,1,0,no
42,self-employed,married,secondary,cellular,17,560,2,0,no
32,services,single,secondary,cellular,17,135,1,0,no
28,admin.,single,secondary,unknown,3,361,1,0,no
57,retired,married,primary,cellular,18,246,1,0,no
38,technician,married,tertiary,cellular,4,419,2,0,no
22,student,single,secondary,cellular,8,449,2,10,yes
54,admin.,married,secondary,cellular,17,71,1,0,no
32,technician,married,tertiary,cellular,21,357,3,0,no
32,management,married,tertiary,cellular,18,164,2,3,no
59,admin.,divorced,secondary,unknown,15,263,4,0,no
45,technician,married,secondary,unknown,18,146,2,0,no
50,admin.,divorced,secondary,cellular,28,72,2,4,no
34,technician,married,secondary,cellular,12,131,2,0,no
35,admin.,divorced,secondary,cellular,21,808,2,0,yes
30,management,married,tertiary,cellular,17,1183,1,0,no
62,housemaid,married,secondary,cellular,4,123,3,0,no
40,blue-collar,married,secondary,unknown,29,483,2,0,no
26,self-employed,single,tertiary,cellular,4,238,3,0,no
34,management,married,tertiary,cellular,11,90,1,0,no
35,technician,married,secondary,unknown,23,240,2,0,no
55,retired,married,primary,cellular,14,104,1,0,no
34,admin.,married,secondary,cellular,29,109,2,0,no
58,retired,married,primary,cellular,30,598,4,0,no
50,management,single,tertiary,unknown,16,274,8,0,no
31,technician,single,secondary,cellular,7,123,2,0,no
47,admin.,divorced,secondary,cellular,23,70,1,0,no
38,self-employed,single,tertiary,unknown,23,260,1,0,no
46,management,single,tertiary,cellular,29,190,3,0,no
42,blue-collar,married,primary,unknown,14,521,2,0,no
34,blue-collar,married,secondary,cellular,14,228,1,0,no
37,management,married,tertiary,telephone,17,466,4,0,yes
38,student,single,tertiary,cellular,27,74,2,0,no
59,retired,married,secondary,unknown,29,57,2,0,no
32,admin.,married,secondary,cellular,30,119,3,0,no
55,management,married,tertiary,cellular,19,124,2,0,no
35,blue-collar,married,secondary,cellular,31,65,50,0,no
56,management,divorced,tertiary,cellular,28,127,6,0,no
27,admin.,married,secondary,cellular,14,172,3,0,no
42,unemployed,single,secondary,cellular,30,174,6,0,no
42,student,married,unknown,telephone,31,41,6,0,no
41,blue-collar,married,primary,unknown,30,232,3,0,no
53,retired,divorced,secondary,unknown,6,161,1,0,no
67,retired,married,primary,cellular,16,124,1,0,no
53,housemaid,married,primary,unknown,5,701,1,0,yes
33,blue-collar,married,primary,unknown,9,162,2,0,no
31,technician,single,unknown,unknown,6,431,2,0,no
31,admin.,married,secondary,cellular,18,191,3,0,no
30,management,married,tertiary,cellular,11,249,5,0,no
48,blue-collar,married,unknown,unknown,6,189,1,0,no
30,technician,single,secondary,cellular,25,167,4,0,no
43,technician,single,tertiary,cellular,29,73,4,0,no
38,management,divorced,tertiary,unknown,30,162,1,0,no
46,unemployed,married,secondary,cellular,12,235,2,0,no
59,blue-collar,divorced,secondary,cellular,15,44,1,0,no
44,management,divorced,tertiary,unknown,26,127,2,0,no
35,blue-collar,married,secondary,cellular,20,93,3,7,no
55,blue-collar,married,unknown,cellular,30,143,1,3,no
39,management,single,tertiary,cellular,16,81,2,0,no
36,services,single,secondary,unknown,17,77,2,0,no
33,blue-collar,married,secondary,unknown,23,115,4,0,no
48,management,single,tertiary,unknown,17,125,1,3,no
33,management,single,tertiary,cellular,19,53,4,0,no
67,retired,married,unknown,telephone,4,77,2,0,no
48,unemployed,divorced,secondary,telephone,3,45,1,0,no
57,management,married,tertiary,cellular,11,74,2,0,no
31,housemaid,married,primary,cellular,21,169,5,0,no
30,student,single,tertiary,cellular,11,269,2,0,no
56,entrepreneur,divorced,primary,cellular,29,52,2,1,no
26,blue-collar,married,primary,cellular,22,246,3,0,no
44,management,married,secondary,unknown,20,218,1,0,no
44,technician,divorced,secondary,cellular,13,167,1,1,yes
31,management,married,tertiary,cellular,21,316,3,9,yes
47,self-employed,married,unknown,cellular,15,142,1,0,no
30,admin.,single,secondary,cellular,21,75,1,0,no
37,management,married,tertiary,cellular,2,204,1,0,no
56,admin.,divorced,primary,cellular,10,542,1,0,no
43,management,single,secondary,unknown,16,122,2,0,no
42,services,married,secondary,unknown,30,70,1,0,no
60,management,married,secondary,cellular,8,266,1,0,no
34,blue-collar,married,unknown,cellular,6,34,9,0,no
34,management,single,tertiary,cellular,22,203,4,0,no
41,management,married,tertiary,unknown,6,85,3,0,no
38,management,divorced,secondary,cellular,21,11,4,0,no
23,services,married,secondary,unknown,20,13,10,0,no
33,management,married,tertiary,cellular,13,562,1,0,yes
36,blue-collar,married,secondary,cellular,6,185,3,0,no
49,unemployed,married,tertiary,cellular,22,158,1,2,no
34,admin.,divorced,secondary,cellular,12,515,1,5,yes
40,technician,divorced,secondary,cellular,13,60,5,0,no
72,retired,married,primary,cellular,24,173,2,0,no
43,technician,married,secondary,unknown,16,353,4,0,no
44,blue-collar,married,secondary,cellular,11,143,3,1,no
35,admin.,married,secondary,cellular,20,18,5,0,no
46,admin.,divorced,secondary,cellular,18,466,1,0,no
55,admin.,married,secondary,cellular,17,85,1,1,no
50,technician,divorced,secondary,cellular,24,148,1,0,no
23,blue-collar,single,unknown,cellular,18,123,1,0,no
34,student,married,unknown,cellular,30,121,1,0,no
40,blue-collar,married,secondary,unknown,29,245,3,0,no
61,retired,married,secondary,cellular,6,215,1,0,yes
53,technician,married,secondary,unknown,15,190,6,0,no
57,technician,married,secondary,unknown,13,44,1,0,no
28,blue-collar,married,secondary,cellular,30,171,1,0,no
25,admin.,married,secondary,cellular,30,62,12,0,no
38,blue-collar,married,secondary,unknown,20,172,1,0,no
27,services,single,secondary,unknown,23,78,10,0,no
45,blue-collar,married,secondary,unknown,15,319,5,0,no
31,services,single,secondary,cellular,2,111,1,0,no
39,blue-collar,married,primary,unknown,6,158,1,0,no
42,technician,married,secondary,cellular,29,82,12,0,no
46,management,married,tertiary,unknown,20,128,6,0,no
36,services,married,secondary,unknown,8,102,4,0,no
30,management,single,tertiary,unknown,16,124,2,0,no
32,blue-collar,married,secondary,cellular,17,334,2,0,no
52,technician,married,tertiary,cellular,28,134,5,2,yes
31,management,married,tertiary,cellular,27,218,1,0,no
60,management,married,primary,unknown,9,313,1,0,no
35,blue-collar,single,secondary,unknown,6,207,3,0,no
38,management,married,tertiary,unknown,6,262,1,0,no
46,management,divorced,tertiary,cellular,19,134,2,0,no
45,entrepreneur,divorced,tertiary,unknown,11,197,3,0,no
59,services,married,secondary,cellular,12,214,3,0,no
34,management,married,tertiary,cellular,30,1165,7,0,no
33,technician,divorced,secondary,cellular,7,177,2,0,no
46,management,single,secondary,unknown,23,141,6,0,no
48,admin.,married,secondary,cellular,29,164,6,0,no
31,services,single,secondary,cellular,16,151,1,0,no
32,technician,married,secondary,cellular,4,145,2,4,no
35,blue-collar,divorced,primary,unknown,26,111,1,0,no
36,blue-collar,single,primary,cellular,2,217,1,1,no
52,management,married,tertiary,cellular,7,253,4,0,no
45,management,divorced,tertiary,unknown,18,74,1,0,no
34,management,married,tertiary,cellular,20,263,2,0,no
25,blue-collar,married,primary,unknown,3,233,1,0,no
26,management,single,tertiary,cellular,13,402,2,0,no
57,management,married,unknown,cellular,30,585,1,0,no
48,management,married,primary,unknown,14,145,1,0,no
48,technician,married,unknown,unknown,16,143,5,0,no
32,blue-collar,married,primary,cellular,8,524,1,0,no
58,retired,married,secondary,cellular,11,270,1,0,no
57,management,married,primary,unknown,4,272,1,0,no
31,entrepreneur,married,tertiary,cellular,20,187,2,0,no
33,blue-collar,single,secondary,cellular,18,268,2,0,no
53,entrepreneur,married,tertiary,cellular,17,183,1,0,no
36,admin.,married,secondary,cellular,27,123,3,8,no
32,technician,single,tertiary,cellular,20,20,4,0,no
45,blue-collar,married,secondary,cellular,6,232,4,1,no
35,unemployed,married,tertiary,cellular,19,547,7,0,no
41,services,married,secondary,cellular,21,71,9,0,no
54,services,married,secondary,cellular,31,113,6,0,no
49,services,married,secondary,cellular,8,780,4,0,yes
28,technician,single,secondary,cellular,12,246,1,1,no
24,blue-collar,single,unknown,unknown,3,108,12,0,no
30,admin.,single,secondary,cellular,29,253,1,0,no
32,self-employed,married,primary,cellular,6,175,1,0,no
53,entrepreneur,married,tertiary,unknown,15,106,1,0,no
42,blue-collar,married,primary,cellular,7,86,2,0,no
48,blue-collar,married,primary,unknown,21,248,3,0,no
33,technician,married,secondary,telephone,28,265,2,0,no
31,blue-collar,divorced,secondary,unknown,26,182,5,0,no
56,unemployed,divorced,primary,cellular,5,916,3,0,no
58,retired,married,primary,cellular,4,506,1,0,no
37,admin.,single,secondary,cellular,20,81,1,0,no
59,management,married,primary,cellular,17,30,1,0,no
50,management,single,tertiary,cellular,14,904,3,0,yes
39,housemaid,single,primary,unknown,6,699,3,0,no
30,technician,married,secondary,cellular,6,19,1,0,no
47,services,divorced,secondary,unknown,14,389,1,0,no
44,self-employed,married,secondary,cellular,6,211,4,0,no
38,blue-collar,married,primary,cellular,16,283,1,0,no
50,management,married,tertiary,cellular,12,474,2,0,no
27,admin.,single,tertiary,cellular,15,157,2,5,no
73,retired,married,secondary,cellular,5,509,2,0,no
46,blue-collar,married,primary,unknown,7,279,1,0,no
56,retired,divorced,secondary,telephone,17,27,1,0,no
36,management,married,tertiary,cellular,11,386,4,0,yes
33,blue-collar,married,primary,cellular,18,679,1,0,no
40,management,married,tertiary,unknown,2,169,1,0,no
52,management,married,tertiary,unknown,3,315,1,0,no
51,blue-collar,married,secondary,cellular,20,293,2,0,no
33,blue-collar,married,secondary,cellular,3,439,3,0,no
54,services,married,secondary,unknown,19,198,1,0,no
44,management,married,secondary,unknown,15,770,2,0,no
50,entrepreneur,married,secondary,telephone,30,340,2,0,no
45,blue-collar,single,secondary,cellular,26,1472,1,4,yes
36,management,married,tertiary,cellular,4,293,1,2,yes
42,technician,married,secondary,cellular,2,311,2,0,yes
37,technician,married,secondary,cellular,18,291,2,0,no
28,services,single,secondary,unknown,21,965,2,0,no
56,admin.,married,secondary,unknown,9,594,1,0,no
59,admin.,married,secondary,cellular,12,139,2,1,no
32,unemployed,married,secondary,unknown,6,501,4,0,no
57,retired,married,primary,cellular,15,274,1,0,no
49,admin.,single,secondary,telephone,21,10,3,0,no
56,entrepreneur,married,unknown,unknown,20,18,2,0,no
48,admin.,divorced,unknown,cellular,14,243,1,0,no
27,student,single,tertiary,cellular,22,198,1,6,yes
31,management,single,tertiary,cellular,16,410,2,0,no
28,blue-collar,single,secondary,unknown,19,190,1,0,no
36,management,married,tertiary,unknown,28,121,1,0,no
58,housemaid,married,primary,telephone,9,148,1,0,no
46,admin.,married,secondary,cellular,20,239,2,2,no
32,management,single,tertiary,cellular,7,90,3,0,no
39,services,married,secondary,unknown,6,29,1,0,no
35,self-employed,married,tertiary,cellular,2,58,1,1,no
31,management,married,tertiary,cellular,18,1139,2,0,yes
29,management,single,tertiary,cellular,5,504,1,1,yes
48,blue-collar,married,primary,cellular,5,348,1,0,no
60,retired,married,primary,telephone,30,130,3,0,no
74,retired,married,secondary,cellular,26,100,1,1,no
30,services,married,secondary,unknown,29,544,1,0,no
52,admin.,single,primary,unknown,19,182,11,0,no
24,blue-collar,married,secondary,cellular,2,90,1,0,no
29,services,married,secondary,unknown,28,272,2,0,no
33,housemaid,married,primary,cellular,11,260,2,0,no
34,blue-collar,married,secondary,unknown,8,672,3,0,no
45,admin.,divorced,secondary,cellular,29,264,1,0,yes
31,blue-collar,married,secondary,telephone,15,275,2,0,no
45,technician,married,secondary,cellular,23,76,1,0,no
27,services,married,secondary,unknown,4,749,2,0,no
30,management,single,tertiary,cellular,25,142,4,0,no
45,blue-collar,married,primary,cellular,26,454,2,0,no
57,blue-collar,married,secondary,cellular,18,102,2,5,no
34,management,married,tertiary,telephone,30,521,3,7,no
40,admin.,married,secondary,cellular,17,57,1,0,no
39,management,married,tertiary,cellular,9,504,1,0,no
46,technician,married,tertiary,cellular,11,138,3,0,no
55,management,divorced,tertiary,cellular,5,103,2,1,yes
25,management,single,tertiary,cellular,17,485,1,0,yes
34,management,married,tertiary,cellular,5,166,1,0,no
37,blue-collar,married,primary,cellular,8,318,2,1,no
64,retired,divorced,tertiary,cellular,3,531,3,0,no
45,technician,divorced,secondary,cellular,13,155,2,4,no
57,housemaid,married,secondary,telephone,10,73,1,0,no
21,student,single,unknown,unknown,12,198,3,0,no
58,housemaid,married,secondary,telephone,14,137,1,0,no
41,blue-collar,single,secondary,unknown,1,479,9,0,yes
41,management,married,unknown,unknown,9,285,1,0,no
58,management,married,tertiary,cellular,8,98,1,0,no
33,management,married,tertiary,cellular,15,199,2,3,no
32,management,married,tertiary,cellular,18,97,3,0,no
44,services,divorced,secondary,unknown,4,389,5,0,no
41,self-employed,married,primary,unknown,6,37,3,0,no
54,technician,married,tertiary,cellular,8,420,4,0,no
47,technician,divorced,tertiary,telephone,7,973,1,1,no
32,management,single,tertiary,cellular,28,77,4,0,no
59,housemaid,married,tertiary,cellular,29,376,2,0,no
29,technician,single,tertiary,cellular,2,125,1,0,yes
48,services,married,secondary,cellular,20,142,2,0,no
32,technician,single,secondary,cellular,18,442,1,8,yes
46,management,divorced,secondary,cellular,29,728,2,0,no
31,blue-collar,single,primary,unknown,21,281,3,0,no
53,blue-collar,married,secondary,cellular,22,528,2,0,yes
34,technician,single,tertiary,cellular,20,128,5,0,no
48,services,single,unknown,unknown,16,71,1,0,no
32,technician,married,secondary,cellular,20,161,4,0,no
31,management,married,secondary,cellular,12,129,4,0,no
27,blue-collar,single,primary,cellular,15,54,2,0,no
60,admin.,married,secondary,cellular,11,443,1,1,no
34,blue-collar,single,tertiary,unknown,6,136,1,0,no
52,self-employed,married,secondary,unknown,6,44,1,0,no
48,blue-collar,married,secondary,cellular,15,1181,9,0,no
45,technician,married,primary,unknown,9,225,2,0,no
54,technician,divorced,secondary,cellular,30,81,1,0,no
52,services,married,secondary,cellular,10,224,1,0,no
47,entrepreneur,married,tertiary,cellular,29,189,4,0,no
34,blue-collar,married,secondary,cellular,19,50,1,0,no
39,technician,single,tertiary,cellular,18,195,10,0,no
46,technician,married,secondary,cellular,7,110,2,0,no
26,unemployed,single,secondary,cellular,28,214,1,0,no
37,technician,single,secondary,unknown,19,182,8,0,no
47,blue-collar,married,secondary,cellular,17,239,2,0,no
35,technician,married,secondary,cellular,12,179,6,0,no
57,unemployed,married,primary,unknown,9,540,1,0,no
34,management,married,tertiary,cellular,18,566,2,4,no
47,technician,married,secondary,cellular,18,697,4,0,yes
27,technician,married,secondary,unknown,15,98,2,0,no
40,blue-collar,married,secondary,cellular,16,1018,2,0,yes
39,technician,married,secondary,cellular,5,221,1,1,no
36,entrepreneur,married,tertiary,telephone,30,246,1,0,no
42,technician,single,secondary,cellular,21,656,2,0,no
23,blue-collar,single,primary,unknown,3,281,1,0,no
34,management,married,tertiary,unknown,8,65,1,0,no
34,blue-collar,married,secondary,unknown,26,193,5,0,no
49,services,married,secondary,cellular,17,283,1,0,no
57,blue-collar,married,primary,unknown,20,78,4,0,no
59,retired,married,unknown,unknown,8,425,6,0,no
57,admin.,married,tertiary,cellular,7,238,2,0,no
34,blue-collar,married,secondary,cellular,6,182,1,8,no
61,management,married,secondary,cellular,18,998,6,0,yes
35,blue-collar,divorced,secondary,unknown,8,477,1,0,no
42,management,married,tertiary,cellular,4,158,1,0,no
57,services,married,tertiary,telephone,8,320,3,0,no
42,blue-collar,married,secondary,cellular,13,149,1,2,no
53,retired,married,secondary,cellular,14,410,5,0,no
63,retired,married,tertiary,cellular,13,104,2,0,no
47,self-employed,married,secondary,unknown,20,454,6,0,no
54,services,married,secondary,unknown,13,190,1,0,no
45,admin.,married,secondary,cellular,19,145,10,0,no
28,management,single,tertiary,telephone,2,318,2,0,no
58,unemployed,married,secondary,telephone,29,246,2,0,no
48,management,single,tertiary,cellular,21,761,2,0,no
35,management,divorced,tertiary,telephone,29,171,1,0,yes
37,self-employed,married,tertiary,unknown,6,143,1,0,no
37,blue-collar,married,secondary,unknown,6,968,1,0,no
37,management,married,primary,cellular,2,154,1,1,no
25,services,single,secondary,cellular,15,246,1,0,no
58,blue-collar,married,secondary,cellular,13,201,1,0,no
52,management,married,secondary,cellular,22,81,4,0,no
19,student,single,secondary,cellular,16,205,1,0,yes
59,blue-collar,married,secondary,cellular,5,200,3,0,no
41,technician,married,secondary,unknown,8,210,2,0,no
34,technician,single,tertiary,cellular,22,215,10,0,no
35,technician,single,secondary,cellular,4,164,2,4,no
41,technician,married,secondary,unknown,16,35,6,0,no
28,blue-collar,single,secondary,unknown,28,615,1,0,no
53,management,divorced,secondary,cellular,11,246,3,0,no
35,services,married,secondary,telephone,9,42,1,0,no
33,admin.,single,tertiary,cellular,8,217,1,0,no
37,technician,single,secondary,unknown,26,210,1,0,no
32,technician,married,secondary,unknown,26,116,4,0,no
32,blue-collar,married,secondary,unknown,3,200,1,0,no
54,services,married,unknown,unknown,15,145,4,0,no
