"","age","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made","admin.","bluecollar","entrepreneur","housemaid","management","retired","selfemployed","services","student","technician","married","single","primary","secondary","tertiary","cellular","telephone"
"2064",38,20,640,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2065",34,9,118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2066",46,2,173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2067",42,28,21,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2068",41,14,89,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2069",33,28,151,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2070",39,19,112,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2071",27,30,164,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"2072",26,29,145,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"2073",38,6,606,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2074",48,26,105,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2075",54,9,85,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2076",51,18,439,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2077",47,29,278,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"2078",53,13,205,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2079",35,16,221,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2080",58,18,52,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"2081",52,12,84,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2082",57,15,476,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2083",52,20,371,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2084",35,17,128,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2085",48,13,220,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"2086",46,14,44,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"2087",39,8,30,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2088",38,7,330,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"2089",34,30,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2090",47,12,908,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2091",35,16,177,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2092",46,9,113,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2093",27,15,289,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"2094",31,21,357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2095",31,28,38,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2096",46,7,414,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2097",31,20,257,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2098",33,19,480,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2099",42,20,252,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"2100",33,20,151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"2101",40,6,213,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"2102",51,27,119,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2103",31,21,161,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2104",62,13,227,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2105",24,18,12,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"2106",48,14,517,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2107",41,7,225,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"2108",43,9,150,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2109",52,8,89,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2110",54,9,103,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2111",32,26,128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"2112",38,20,277,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2113",41,15,500,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2114",31,14,113,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"2115",35,15,326,5,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
"2116",26,27,755,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2117",52,29,161,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"2118",58,17,100,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2119",57,4,142,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
"2120",34,8,214,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2121",59,18,167,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2122",27,9,676,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2123",42,9,236,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2124",47,12,993,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"2125",33,28,83,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2126",31,6,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"2127",37,2,289,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2128",29,8,528,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2129",38,12,340,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2130",35,21,33,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"2131",31,17,284,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"2132",62,6,245,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"2133",32,17,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"2134",31,5,730,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2135",51,11,347,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2136",29,17,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"2137",43,17,180,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2138",36,2,56,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2139",34,2,326,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"2140",29,21,342,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"2141",57,2,49,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2142",43,12,110,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2143",33,12,253,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2144",60,14,636,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2145",51,19,137,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"2146",40,7,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2147",51,18,227,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2148",38,19,88,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2149",35,2,426,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"2150",47,18,195,3,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"2151",45,18,230,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2152",40,12,750,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2153",29,30,413,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2154",52,4,104,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2155",26,5,138,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2156",31,29,334,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2157",55,30,868,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2158",35,14,102,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"2159",56,28,77,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2160",28,1,199,1,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2161",27,7,332,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"2162",30,7,124,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2163",51,25,91,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"2164",33,4,104,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"2165",32,18,125,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2166",43,18,635,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2167",46,15,90,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2168",32,25,310,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2169",40,6,207,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2170",39,12,43,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2171",51,16,126,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"2172",46,25,137,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2173",43,15,284,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2174",36,28,68,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"2175",48,18,67,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2176",26,18,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2177",39,11,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2178",47,7,175,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2179",23,13,395,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2180",54,11,27,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2181",38,6,195,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2182",33,4,254,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2183",35,8,199,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2184",52,26,73,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2185",25,14,351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"2186",29,7,1689,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2187",35,21,267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"2188",49,5,234,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2189",41,26,234,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2190",32,20,94,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2191",29,8,77,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2192",28,15,242,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2193",59,18,247,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2194",34,9,85,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2195",55,22,607,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2196",34,17,485,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2197",24,27,184,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"2198",42,26,258,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2199",34,16,156,1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"2200",34,21,160,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2201",51,16,1021,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2202",58,31,5,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2203",44,27,701,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2204",33,18,732,2,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2205",34,10,122,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2206",34,7,559,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2207",42,8,141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2208",46,21,87,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2209",31,5,577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"2210",39,11,193,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2211",34,28,210,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2212",47,6,732,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2213",42,6,121,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2214",48,21,150,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2215",30,21,140,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"2216",38,20,386,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2217",24,11,733,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2218",34,19,108,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2219",46,17,80,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2220",32,12,155,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2221",46,13,389,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2222",26,9,133,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"2223",42,21,328,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2224",50,23,119,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2225",41,16,87,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2226",34,18,162,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2227",32,15,294,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2228",58,16,128,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"2229",45,6,108,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2230",28,6,172,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2231",35,14,208,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"2232",39,20,212,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2233",49,8,148,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2234",50,4,99,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2235",37,3,185,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2236",45,6,133,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2237",30,6,170,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"2238",48,19,668,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2239",36,8,81,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2240",41,12,230,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"2241",55,5,287,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2242",70,16,618,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"2243",41,5,788,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2244",47,6,285,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"2245",34,21,163,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2246",33,8,159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2247",58,12,197,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2248",51,25,212,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2249",45,29,44,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2250",55,23,180,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2251",30,26,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2252",33,26,863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2253",27,7,388,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"2254",59,5,143,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"2255",34,7,191,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2256",47,27,62,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2257",44,9,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2258",35,13,1073,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2259",45,6,337,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2260",42,31,88,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"2261",38,2,167,1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2262",34,29,96,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2263",35,13,537,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2264",29,27,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2265",58,5,139,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"2266",44,30,570,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"2267",45,29,100,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2268",43,15,253,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2269",44,1,525,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2270",30,20,696,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2271",38,26,535,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2272",50,6,131,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2273",21,20,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"2274",38,5,105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2275",42,19,370,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2276",45,29,29,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"2277",34,5,184,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2278",48,3,47,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2279",34,2,193,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2280",32,16,709,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2281",35,6,358,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"2282",39,20,253,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2283",36,6,197,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2284",35,22,94,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2285",57,22,445,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"2286",28,15,153,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2287",43,18,113,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2288",57,17,80,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"2289",34,15,318,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2290",36,27,100,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"2291",47,20,40,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2292",36,2,55,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2293",33,20,67,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2294",57,7,76,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2295",57,16,73,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2296",34,20,89,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2297",51,19,109,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"2298",54,9,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2299",52,5,21,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"2300",43,18,465,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"2301",58,21,106,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"2302",53,20,304,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2303",44,30,342,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"2304",29,16,16,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"2305",27,28,543,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"2306",35,8,338,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"2307",40,22,197,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"2308",34,8,956,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2309",38,12,95,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2310",32,15,546,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2311",41,30,124,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2312",25,7,113,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2313",38,7,245,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2314",26,22,188,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"2315",37,19,199,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"2316",30,5,470,7,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2317",36,14,90,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2318",33,23,350,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"2319",33,7,31,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"2320",35,9,156,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2321",24,27,299,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2322",29,30,510,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2323",54,25,177,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2324",27,13,123,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2325",34,2,270,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"2326",39,16,225,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2327",38,28,63,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"2328",37,3,247,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2329",26,30,206,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"2330",36,6,168,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2331",35,21,836,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"2332",30,8,131,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"2333",25,3,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"2334",34,29,116,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"2335",39,6,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2336",34,21,240,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"2337",34,22,132,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"2338",30,17,544,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"2339",33,8,266,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"2340",30,4,443,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
